latitude,longitude,brightness,date,time,fre
-37.6793,148.555,329,2020-1-3,418,4.3
-37.6816,148.543,331.7,2020-1-3,418,8.4
-37.6681,148.57,346.5,2020-1-3,418,8.9
-37.6693,148.564,338.5,2020-1-3,418,8.9
-37.6705,148.558,330.5,2020-1-3,418,3.3
-37.6642,148.569,330.3,2020-1-3,418,6.1
-37.399,148.926,346.4,2020-1-3,418,9
-37.41,148.893,334.3,2020-1-3,418,6.6
-37.5998,149.037,329.6,2020-1-3,418,3.3
-37.4453,149.531,341.3,2020-1-3,418,7.4
-37.5018,149.384,336.5,2020-1-3,418,10.3
-37.6249,148.684,344.3,2020-1-3,418,7.4
-37.6198,148.688,336.1,2020-1-3,418,6.6
-37.5008,149.388,341.2,2020-1-3,418,15
-37.4132,149.581,349,2020-1-3,418,10.3
-37.5047,149.39,338.6,2020-1-3,418,15
-37.5547,148.608,337.6,2020-1-3,418,18
-37.4778,148.465,332.6,2020-1-3,418,2.4
-37.546,148.631,347.3,2020-1-3,418,20.5
-37.5484,148.619,356.7,2020-1-3,418,33.2
-37.7086,149.053,335.2,2020-1-3,418,9.2
-37.7151,149.042,335.3,2020-1-3,418,5.1
-37.6014,148.779,332.7,2020-1-3,418,6
-37.6064,148.774,341.6,2020-1-3,418,6
-37.7138,149.048,337.3,2020-1-3,418,5.1
-37.7203,149.037,344,2020-1-3,418,8.1
-37.5232,148.522,344.3,2020-1-3,418,10
-37.719,149.043,331.5,2020-1-3,418,5.1
-37.7114,149.049,347.9,2020-1-3,418,18.9
-37.7166,149.044,337.3,2020-1-3,418,9.1
-37.727,149.014,342,2020-1-3,418,8.4
-37.7257,149.02,330.3,2020-1-3,418,8.4
-37.7218,149.039,349.3,2020-1-3,418,9.1
-37.7296,149.021,337.4,2020-1-3,418,4.4
-37.7283,149.028,346.6,2020-1-3,418,7.5
-37.5575,148.634,338.8,2020-1-3,418,17.8
-37.727,149.034,341.9,2020-1-3,418,7.5
-37.6027,148.793,334,2020-1-3,418,7.5
-37.6103,148.776,345.1,2020-1-3,418,13
-37.4413,149.53,335.8,2020-1-3,418,2.9
-37.6742,148.798,337.7,2020-1-3,418,4.2
-37.6691,148.802,334.1,2020-1-3,418,12.5
-37.4952,149.477,345.5,2020-1-3,418,10.2
-37.4912,149.475,350.9,2020-1-3,418,10.2
-37.655,148.811,333.6,2020-1-3,418,4.6
-37.6512,148.81,334.6,2020-1-3,418,5.4
-37.6528,148.809,338.7,2020-1-3,418,10.2
-37.1755,148.573,330,2020-1-3,418,6.7
-37.6386,149.01,347.7,2020-1-3,418,8.9
-37.6425,149.011,329.5,2020-1-3,418,8.9
-37.1795,148.513,339.2,2020-1-3,418,6.6
-37.6529,149.001,338.7,2020-1-3,418,5
-37.6793,148.657,347.4,2020-1-3,418,11.3
-37.6831,148.658,342.4,2020-1-3,418,25.8
-37.6819,148.664,347.3,2020-1-3,418,25.8
-37.6807,148.67,347.4,2020-1-3,418,11.2
-37.6869,148.659,343.7,2020-1-3,418,25.8
-37.6857,148.665,345.6,2020-1-3,418,25.8
-37.6845,148.671,353.2,2020-1-3,418,11.2
-37.6821,148.683,335.7,2020-1-3,418,5.3
-37.6784,148.658,336.1,2020-1-3,418,22.2
-37.6478,148.57,353.5,2020-1-3,418,7.7
-37.6465,148.577,332.6,2020-1-3,418,7.7
-37.6582,149.076,331.8,2020-1-3,418,8.2
-37.6633,149.051,335.1,2020-1-3,418,5.6
-37.6594,149.05,331.3,2020-1-3,418,6.4
-37.6607,149.044,347.5,2020-1-3,418,12
-37.6556,149.049,341.1,2020-1-3,418,6.4
-37.6568,149.042,346.1,2020-1-3,418,12
-37.6529,149.041,336.3,2020-1-3,418,8.8
-37.6822,148.659,357,2020-1-3,418,22.2
-37.681,148.665,338.9,2020-1-3,418,12.4
-37.6798,148.671,349,2020-1-3,418,12.4
-37.686,148.66,353.4,2020-1-3,418,42.9
-37.6848,148.666,344.8,2020-1-3,418,9.2
-37.6836,148.672,353,2020-1-3,418,9.2
-37.7212,148.971,343.3,2020-1-3,418,7.9
-37.7264,148.966,332,2020-1-3,418,7.9
-37.7213,148.991,334.3,2020-1-3,418,6.8
-37.7252,148.992,333.3,2020-1-3,418,6.3
-37.724,148.998,351.1,2020-1-3,418,6.3
-37.5496,148.613,346.5,2020-1-3,418,18
-37.5508,148.607,332.8,2020-1-3,418,18
-37.5421,148.63,340.7,2020-1-3,418,13.2
-37.5273,149.383,333.1,2020-1-3,418,20.2
-37.5312,149.385,367,2020-1-3,418,20.2
-37.5309,149.383,367,2020-1-3,418,28.4
-37.6655,148.563,346.6,2020-1-3,418,6.1
-38.1402,145.966,367,2020-1-3,418,8.6
-38.1445,145.963,337.7,2020-1-3,418,46.3
-38.1429,145.972,343.8,2020-1-3,418,16.6
-38.1463,145.973,340.5,2020-1-3,418,16.6
-36.9214,146.67,351.9,2020-1-3,418,6.9
-36.9178,146.669,332.1,2020-1-3,418,6.9
-36.9103,146.689,340.7,2020-1-3,418,4.3
-36.9152,146.662,340.4,2020-1-3,418,12.2
-36.9162,146.657,342.3,2020-1-3,418,12.2
-36.9067,146.688,335.8,2020-1-3,418,4.3
-36.9117,146.661,339.9,2020-1-3,418,12.2
-36.9126,146.656,357.8,2020-1-3,418,12.2
-36.902,146.693,337.7,2020-1-3,418,6.1
-36.909,146.656,346.3,2020-1-3,418,11.4
-36.9095,146.774,334.5,2020-1-3,418,7.4
-36.9085,146.78,347,2020-1-3,418,7.4
-36.9131,146.775,355.1,2020-1-3,418,10.3
-36.9121,146.781,341.9,2020-1-3,418,10.3
-36.9147,146.787,347.5,2020-1-3,418,13.1
-36.9183,146.788,367,2020-1-3,418,41.7
-36.9174,146.793,367,2020-1-3,418,41.7
-36.9165,146.798,336.2,2020-1-3,418,5.8
-36.9155,146.803,334.4,2020-1-3,418,5.8
-36.9219,146.788,333.1,2020-1-3,418,41.7
-36.921,146.793,349.5,2020-1-3,418,41.7
-36.9201,146.798,351,2020-1-3,418,5.8
-36.9192,146.803,349.7,2020-1-3,418,5.8
-36.9182,146.808,356,2020-1-3,418,36.7
-36.949,146.765,347,2020-1-3,418,8.3
-36.9128,146.858,351.4,2020-1-3,418,8.9
-36.9174,146.854,340.5,2020-1-3,418,8.9
-36.9247,146.855,337.6,2020-1-3,418,6.8
-36.9333,146.829,336.6,2020-1-3,418,5.6
-36.9405,146.831,335.5,2020-1-3,418,4.2
-36.9441,146.832,331.9,2020-1-3,418,4.2
-36.9402,146.829,334.7,2020-1-3,418,3.7
-36.9438,146.83,337.3,2020-1-3,418,8.1
-36.9474,146.831,355.4,2020-1-3,418,8.1
-36.952,146.827,334.5,2020-1-3,418,3.4
-36.9555,146.828,334.6,2020-1-3,418,3.4
-36.9625,146.851,345.3,2020-1-3,418,58.3
-36.967,146.847,341,2020-1-3,418,8.6
-36.9652,146.857,332.8,2020-1-3,418,58.3
-36.9697,146.853,354.1,2020-1-3,418,10.8
-36.9732,146.854,337.9,2020-1-3,418,10.8
-36.9804,146.837,339.5,2020-1-3,418,6.7
-36.9795,146.841,335.5,2020-1-3,418,6.7
-36.9271,146.822,333,2020-1-3,418,3.6
-36.9235,146.821,335.6,2020-1-3,418,11.6
-36.9245,146.816,349.8,2020-1-3,418,8.1
-36.9254,146.811,344.4,2020-1-3,418,8.1
-36.92,146.819,357.5,2020-1-3,418,11.6
-36.9209,146.814,355.7,2020-1-3,418,8.1
-36.9173,146.813,351.6,2020-1-3,418,36.7
-37.2367,146.532,367,2020-1-3,418,9.4
-37.2358,146.537,331.1,2020-1-3,418,4.2
-37.2377,146.528,351.5,2020-1-3,418,9.4
-37.2323,146.536,339.1,2020-1-3,418,4.2
-37.2342,146.526,333.9,2020-1-3,418,9.4
-37.228,146.54,348.9,2020-1-3,418,15.1
-37.2307,146.525,338.4,2020-1-3,418,21.5
-37.2245,146.538,356.2,2020-1-3,418,15.1
-37.2263,146.529,343.4,2020-1-3,418,21.5
-37.2272,146.524,332.9,2020-1-3,418,21.5
-37.2282,146.518,334.9,2020-1-3,418,31
-37.221,146.537,350.3,2020-1-3,418,35.4
-37.2219,146.532,346.1,2020-1-3,418,35.4
-37.2237,146.522,346.7,2020-1-3,418,52.9
-37.2247,146.517,337,2020-1-3,418,9.3
-37.2183,146.531,341.1,2020-1-3,418,35.4
-37.2193,146.526,330,2020-1-3,418,52.9
-37.0453,148.152,339,2020-1-3,418,8.1
-37.0402,148.137,337.7,2020-1-3,418,10.2
-37.0448,148.114,346.8,2020-1-3,418,21.5
-37.0352,148.142,343.9,2020-1-3,418,23.6
-37.0365,148.135,336.5,2020-1-3,418,23.6
-37.04,148.118,338.3,2020-1-3,418,17.1
-37.0411,148.113,349.3,2020-1-3,418,17.1
-37.0315,148.14,354.4,2020-1-3,418,23.6
-37.0328,148.134,355.1,2020-1-3,418,23.6
-37.034,148.128,340.1,2020-1-3,418,5.5
-37.1925,148.204,331.4,2020-1-3,418,3.3
-36.969,147.309,338.5,2020-1-3,418,132.1
-36.9712,147.298,339.5,2020-1-3,418,15.1
-36.9744,147.281,350.8,2020-1-3,418,27.2
-37.2664,147.97,350.9,2020-1-3,418,37.2
-37.0148,146.977,343.7,2020-1-3,418,9.1
-37.0138,146.982,349.6,2020-1-3,418,9.1
-37.0128,146.988,331.3,2020-1-3,418,3.5
-37.0003,146.973,335.5,2020-1-3,418,9.5
-37.2351,148.171,330.9,2020-1-3,418,4.2
-37.1001,148.098,346,2020-1-3,418,14.7
-37.105,148.094,343.6,2020-1-3,418,19.1
-37.1038,148.099,333.3,2020-1-3,418,19.1
-37.121,148.093,341.3,2020-1-3,418,104.1
-37.7393,148.293,335.1,2020-1-3,418,4.2
-37.7382,148.299,335.9,2020-1-3,418,6.8
-37.7347,148.316,367,2020-1-3,418,9.8
-37.5752,147.551,367,2020-1-3,418,23.7
-37.5829,147.531,331.7,2020-1-3,418,10.1
-37.5788,147.552,337.7,2020-1-3,418,6.3
-37.5778,147.557,351.8,2020-1-3,418,6.3
-37.5866,147.532,340.2,2020-1-3,418,10.1
-37.5902,147.533,351.5,2020-1-3,418,23.3
-37.5939,147.534,347.4,2020-1-3,418,23.3
-37.5964,147.541,350.7,2020-1-3,418,14.4
-37.6001,147.542,346.6,2020-1-3,418,14.4
-37.6037,147.543,339.7,2020-1-3,418,6.6
-37.6073,147.545,332.7,2020-1-3,418,6.6
-37.6063,147.55,338.4,2020-1-3,418,12.4
-37.611,147.546,334.9,2020-1-3,418,64
-37.6099,147.551,355.4,2020-1-3,418,17
-37.6146,147.547,367,2020-1-3,418,64
-37.3627,147.636,334.3,2020-1-3,418,9.4
-36.962,147.325,355.2,2020-1-3,418,44.7
-36.963,147.32,344.3,2020-1-3,418,25.8
-36.9664,147.303,344.9,2020-1-3,418,19.2
-36.9675,147.297,348.3,2020-1-3,418,20.3
-36.9708,147.28,339.1,2020-1-3,418,14
-36.9718,147.275,357.2,2020-1-3,418,22.7
-37.0701,147.103,337.8,2020-1-3,418,6.2
-37.0737,147.104,338.8,2020-1-3,418,6.2
-37.4376,147.852,336.7,2020-1-3,418,6.4
-37.4398,147.9,336.1,2020-1-3,418,4.6
-37.4388,147.906,331.6,2020-1-3,418,4.6
-37.4414,147.912,333.8,2020-1-3,418,5.5
-37.7314,148.272,338.8,2020-1-3,418,5.1
-37.1093,148.297,333.4,2020-1-3,418,5.4
-37.4441,147.919,342.5,2020-1-3,418,6.6
-37.3651,147.743,331.5,2020-1-3,418,9.4
-37.0602,147.195,346.8,2020-1-3,418,30.7
-37.3638,147.73,346.1,2020-1-3,418,10.4
-37.3601,147.729,338.1,2020-1-3,418,10.4
-37.2339,148.177,336.3,2020-1-3,418,4.2
-37.2349,148.18,333.1,2020-1-3,418,6.2
-36.9627,147.302,332.3,2020-1-3,418,19.2
-36.9638,147.296,356.4,2020-1-3,418,20.3
-37.3621,147.719,335.9,2020-1-3,418,4.6
-37.3563,147.728,347.5,2020-1-3,418,10.4
-37.1936,148.198,344.6,2020-1-3,418,5.5
-36.967,147.28,338.5,2020-1-3,418,14
-36.9681,147.274,350.6,2020-1-3,418,22.7
-36.9611,147.29,367,2020-1-3,418,18.7
-36.9622,147.285,367,2020-1-3,418,9.7
-36.9601,147.296,333.9,2020-1-3,418,18.7
-36.9633,147.279,353.3,2020-1-3,418,9.7
-37.3574,147.723,353.6,2020-1-3,418,10.4
-37.3584,147.718,331.9,2020-1-3,418,4.6
-37.3516,147.633,333,2020-1-3,418,11
-37.0549,148.104,343.6,2020-1-3,418,22.6
-37.0485,148.115,349.2,2020-1-3,418,21.5
-37.0498,148.109,356.4,2020-1-3,418,9.8
-37.0511,148.103,346.2,2020-1-3,418,9.8
-37.3527,147.627,332.2,2020-1-3,418,11
-37.349,147.626,342.2,2020-1-3,418,8.3
-37.363,148.227,336.5,2020-1-3,418,5
-37.3618,148.233,341.9,2020-1-3,418,5
-37.3679,148.223,344.5,2020-1-3,418,7.3
-37.3716,148.224,339.9,2020-1-3,418,7.3
-37.3765,148.22,335.9,2020-1-3,418,5.7
-37.3754,148.226,331.9,2020-1-3,418,5.7
-37.3802,148.221,333,2020-1-3,418,5.7
-37.3557,147.651,347.1,2020-1-3,418,8.2
-37.3547,147.657,337.5,2020-1-3,418,8.2
-37.3536,147.662,330.3,2020-1-3,418,6.9
-37.3525,147.668,354.3,2020-1-3,418,6.9
-37.3562,147.669,332.8,2020-1-3,418,6.9
-37.3598,147.67,338.3,2020-1-3,418,5.7
-37.3624,147.677,330.8,2020-1-3,418,6.8
-37.3612,147.683,351.4,2020-1-3,418,6.8
-37.3829,148.228,343.3,2020-1-3,418,6.1
-37.3867,148.229,336.3,2020-1-3,418,6.1
-37.3953,148.226,334.4,2020-1-3,418,6.2
-37.3512,147.615,344.6,2020-1-3,418,7.6
-37.3453,147.625,345,2020-1-3,418,8.3
-37.087,147.074,349,2020-1-3,418,30.9
-37.1049,146.999,351.6,2020-1-3,418,11.8
-37.1094,146.995,339.1,2020-1-3,418,22.8
-37.1084,147,333.7,2020-1-3,418,11.8
-37.3632,147.713,331.4,2020-1-3,418,4.6
-37.3595,147.712,342.9,2020-1-3,418,4.6
-37.3606,147.707,343.7,2020-1-3,418,7
-37.3591,147.694,335.5,2020-1-3,418,3.7
-37.3601,147.689,332.7,2020-1-3,418,3.7
-37.2735,147.954,339,2020-1-3,418,16.9
-37.2035,148.149,345.8,2020-1-3,418,7.6
-37.2073,148.15,332.4,2020-1-3,418,7.6
-37.2111,148.151,334,2020-1-3,418,7.1
-37.0751,147.305,346.6,2020-1-3,418,13.8
-37.0815,147.272,331.7,2020-1-3,418,17.4
-37.0736,147.293,367,2020-1-3,418,20.8
-37.0715,147.303,340.6,2020-1-3,418,13.8
-37.0726,147.298,352,2020-1-3,418,13.8
-37.0747,147.287,339.2,2020-1-3,418,20.8
-37.0679,147.302,335.2,2020-1-3,418,34.9
-37.0689,147.297,352.6,2020-1-3,418,34.9
-37.07,147.291,338.9,2020-1-3,418,29.6
-37.071,147.286,354.9,2020-1-3,418,29.6
-37.0643,147.301,344.1,2020-1-3,418,34.9
-37.0685,147.279,334.1,2020-1-3,418,29.6
-37.0747,147.301,333.9,2020-1-3,418,29.8
-37.0721,147.295,367,2020-1-3,418,36.4
-37.0711,147.3,353.5,2020-1-3,418,29.8
-37.0731,147.289,355,2020-1-3,418,36.4
-37.0742,147.284,332.3,2020-1-3,418,8.7
-37.0675,147.299,354.2,2020-1-3,418,47.8
-37.0685,147.294,339.8,2020-1-3,418,13.4
-37.0705,147.283,345.6,2020-1-3,418,55.1
-37.0638,147.298,367,2020-1-3,418,47.8
-37.0602,147.297,351.5,2020-1-3,418,33.6
-37.0592,147.302,367,2020-1-3,418,33.6
-37.0566,147.295,367,2020-1-3,418,33.6
-37.0555,147.301,334.1,2020-1-3,418,33.6
-37.2713,147.965,330.4,2020-1-3,418,2.7
-37.2732,147.95,332.7,2020-1-3,418,4.5
-37.2697,147.967,346.3,2020-1-3,418,14
-37.2148,148.152,345.8,2020-1-3,418,7.1
-37.0576,147.29,345.7,2020-1-3,418,14.6
-37.2768,147.951,331.4,2020-1-3,418,4.5
-37.0478,148.159,344.4,2020-1-3,418,8.1
-37.0464,148.146,346.7,2020-1-3,418,8.5
-37.0363,148.116,348.3,2020-1-3,418,17.1
-37.0586,148.105,339.3,2020-1-3,418,22.6
-37.0611,148.113,343,2020-1-3,418,25.4
-37.065,148.113,349.1,2020-1-3,418,25.4
-37.0661,148.108,367,2020-1-3,418,25.4
-37.07,148.108,346,2020-1-3,418,11.5
-37.029,148.133,367,2020-1-3,418,28.2
-36.9766,148.269,343.3,2020-1-3,418,28.7
-36.9792,148.276,347.7,2020-1-3,418,28.7
-36.983,148.278,347.1,2020-1-3,418,12.7
-36.9804,148.273,346,2020-1-3,418,22.8
-36.9793,148.279,336.2,2020-1-3,418,13.2
-36.983,148.28,343,2020-1-3,418,13.2
-37.0288,148.314,330.3,2020-1-3,418,4.3
-37.0327,148.315,334,2020-1-3,418,4.3
-37.0426,148.306,331.9,2020-1-3,418,3.4
-37.0683,148.238,332.1,2020-1-3,418,1.9
-36.9861,146.947,337.4,2020-1-3,418,4.5
-36.9851,146.953,331.2,2020-1-3,418,4.5
-37.0303,148.127,367,2020-1-3,418,19
-37.0314,148.121,367,2020-1-3,418,19
-37.0277,148.139,341.9,2020-1-3,418,28.2
-37.0325,148.115,352.7,2020-1-3,418,19.6
-37.0906,147.075,330.1,2020-1-3,418,3.8
-37.0875,147.091,331.2,2020-1-3,418,6.1
-37.0922,147.087,336.1,2020-1-3,418,5.3
-37.0912,147.092,335.7,2020-1-3,418,6.1
-37.0948,147.093,351.5,2020-1-3,418,8.3
-37.1984,148.194,331.3,2020-1-3,418,5.5
-37.3464,147.619,353.8,2020-1-3,418,7.6
-37.3475,147.614,336.8,2020-1-3,418,7.6
-37.0567,147.072,348.7,2020-1-3,418,29.4
-37.0558,147.077,356.8,2020-1-3,418,29.4
-37.0549,147.082,340.6,2020-1-3,418,9.5
-37.054,147.087,354.8,2020-1-3,418,9.5
-37.053,147.092,332.3,2020-1-3,418,4.8
-37.0613,147.068,339.7,2020-1-3,418,77.9
-37.3427,147.618,331,2020-1-3,418,2.9
-37.08,147.111,331.5,2020-1-3,418,3.7
-37.0847,147.106,367,2020-1-3,418,63.1
-37.6519,148.038,335.2,2020-1-3,418,3.8
-37.6545,148.045,332.7,2020-1-3,418,5.3
-37.6582,148.046,344.3,2020-1-3,418,5.3
-37.6608,148.053,355.3,2020-1-3,418,11.2
-36.996,146.955,338.2,2020-1-3,418,3.8
-36.9585,147.284,330.8,2020-1-3,418,9.7
-36.9612,147.323,354.8,2020-1-3,418,40.1
-36.9654,147.301,344.8,2020-1-3,418,22.6
-36.9665,147.295,339.4,2020-1-3,418,22.6
-37.1594,148.37,340.9,2020-1-3,418,6.1
-37.1583,148.376,333.4,2020-1-3,418,6.1
-37.1729,148.363,338.8,2020-1-3,418,4.5
-37.1718,148.369,337.8,2020-1-3,418,4.5
-37.1784,148.377,337.6,2020-1-3,418,8.2
-36.9697,147.278,347.9,2020-1-3,418,22.5
-36.9707,147.273,347.2,2020-1-3,418,22.5
-36.9628,147.294,367,2020-1-3,418,22.6
-36.9586,147.316,340.2,2020-1-3,418,40.1
-36.9659,147.278,356,2020-1-3,418,22.5
-36.9601,147.288,367,2020-1-3,418,22.7
-36.9612,147.283,367,2020-1-3,418,22.7
-36.9591,147.294,333.1,2020-1-3,418,6.7
-36.9622,147.277,331.6,2020-1-3,418,2.7
-37.1024,147.865,340.5,2020-1-3,418,10.9
-37.1013,147.87,356,2020-1-3,418,10.9
-37.1003,147.876,353.8,2020-1-3,418,21.7
-37.0992,147.881,352.6,2020-1-3,418,21.7
-37.2724,147.919,341.2,2020-1-3,418,11.3
-37.102,147.887,367,2020-1-3,418,100.4
-37.1062,147.866,352.8,2020-1-3,418,10.9
-37.104,147.877,340.9,2020-1-3,418,21.7
-37.103,147.882,354,2020-1-3,418,21.7
-37.1057,147.888,367,2020-1-3,418,61.3
-37.1099,147.867,343.4,2020-1-3,418,21.7
-37.1089,147.872,355,2020-1-3,418,21.7
-37.1078,147.878,367,2020-1-3,418,28.8
-37.1067,147.883,367,2020-1-3,418,28.8
-37.1116,147.879,356.8,2020-1-3,418,28.8
-37.1094,147.889,356.7,2020-1-3,418,61.3
-37.1084,147.895,356.5,2020-1-3,418,61.3
-37.1127,147.873,367,2020-1-3,418,21.7
-37.1105,147.884,367,2020-1-3,418,28.8
-37.1164,147.874,358,2020-1-3,418,21.3
-37.1132,147.89,357.9,2020-1-3,418,42.7
-37.1122,147.896,351.3,2020-1-3,418,42.7
-37.1111,147.901,335.7,2020-1-3,418,31.8
-37.1153,147.88,367,2020-1-3,418,38.3
-37.1142,147.885,367,2020-1-3,418,38.3
-37.1202,147.875,331.4,2020-1-3,418,21.3
-37.1191,147.881,355.7,2020-1-3,418,38.3
-37.118,147.886,356.9,2020-1-3,418,38.3
-37.116,147.896,354.4,2020-1-3,418,42.7
-37.1149,147.902,345.7,2020-1-3,418,31.8
-37.1138,147.907,339,2020-1-3,418,31.8
-37.117,147.891,367,2020-1-3,418,42.7
-37.1208,147.892,367,2020-1-3,418,68.3
-37.1187,147.903,367,2020-1-3,418,70.8
-37.1228,147.882,337.1,2020-1-3,418,10.2
-37.1218,147.887,354.7,2020-1-3,418,10.2
-37.1198,147.897,367,2020-1-3,418,68.3
-37.1235,147.898,335.9,2020-1-3,418,68.3
-37.1302,147.885,331.8,2020-1-3,418,5.5
-37.2714,147.924,333,2020-1-3,418,21.1
-37.2704,147.929,356.6,2020-1-3,418,21.1
-36.9862,147.36,367,2020-1-3,418,13.9
-36.9813,147.365,346.4,2020-1-3,418,12.8
-36.9776,147.364,342.4,2020-1-3,418,17.5
-36.9739,147.364,354.2,2020-1-3,418,17.5
-36.9702,147.363,332.1,2020-1-3,418,4.7
-37.2693,147.935,341.4,2020-1-3,418,13.3
-37.2672,147.946,335.7,2020-1-3,418,6.3
-37.2761,147.92,367,2020-1-3,418,11.3
-37.2771,147.915,330.9,2020-1-3,418,11.3
-37.2751,147.925,333.3,2020-1-3,418,21.1
-37.2835,147.923,332.3,2020-1-3,418,41.9
-37.269,147.931,367,2020-1-3,418,38.8
-37.27,147.926,346.2,2020-1-3,418,16.9
-37.0692,146.986,345.8,2020-1-3,418,7.5
-37.0683,146.991,346.4,2020-1-3,418,7.5
-37.0673,146.996,344.9,2020-1-3,418,8.5
-37.1985,147.1,357,2020-1-3,418,21.7
-37.1248,148.094,336.6,2020-1-3,418,104.1
-37.1198,148.206,332.2,2020-1-3,418,4.1
-37.126,148.089,367,2020-1-3,418,104.1
-37.1335,148.091,346.1,2020-1-3,418,203.5
-37.1361,148.098,332.8,2020-1-3,418,43.4
-37.108,148.304,331.8,2020-1-3,418,3.6
-37.1949,147.099,367,2020-1-3,418,21.7
-37.1939,147.105,332.4,2020-1-3,418,21.7
-37.1959,147.094,367,2020-1-3,418,96.6
-37.1932,147.088,367,2020-1-3,418,19.6
-37.1903,147.104,354,2020-1-3,418,20.6
-37.1923,147.093,339.7,2020-1-3,418,19.6
-37.1867,147.103,347.3,2020-1-3,418,20.6
-37.1905,147.082,342.8,2020-1-3,418,14
-37.1831,147.102,346.3,2020-1-3,418,24.6
-37.186,147.086,351.9,2020-1-3,418,13.8
-37.1805,147.095,367,2020-1-3,418,24.6
-37.1795,147.1,346.8,2020-1-3,418,24.6
-37.1815,147.089,347.9,2020-1-3,418,13.8
-37.346,147.601,330.4,2020-1-3,418,2.7
-37.3497,147.602,330.6,2020-1-3,418,5.7
-37.3534,147.603,335.9,2020-1-3,418,5.7
-37.1373,148.092,367,2020-1-3,418,43.4
-37.141,148.093,353.1,2020-1-3,418,43.4
-37.1399,148.099,334.6,2020-1-3,418,43.4
-37.1422,148.087,367,2020-1-3,418,208.1
-37.128,148.086,287.1,2020-1-3,418,106.6
-37.1268,148.092,348.5,2020-1-3,418,106.6
-37.1317,148.087,367,2020-1-3,418,106.6
-37.1305,148.093,349.6,2020-1-3,418,106.6
-37.1355,148.088,348.2,2020-1-3,418,67.9
-37.1343,148.094,339.2,2020-1-3,418,67.9
-37.1393,148.089,367,2020-1-3,418,67.9
-37.1381,148.095,356.4,2020-1-3,418,67.9
-37.1419,148.096,351.7,2020-1-3,418,60.7
-37.143,148.09,367,2020-1-3,418,60.7
-37.1456,148.097,341.2,2020-1-3,418,60.7
-37.1444,148.103,334.6,2020-1-3,418,17
-37.1494,148.099,344.8,2020-1-3,418,11.3
-37.0737,146.982,331.8,2020-1-3,418,4.9
-37.0728,146.987,338.2,2020-1-3,418,7.5
-37.0774,146.983,347.2,2020-1-3,418,9.1
-37.0735,147.004,342.4,2020-1-3,418,9.5
-37.1555,148.108,345.4,2020-1-3,418,10
-37.1592,148.109,352.7,2020-1-3,418,10
-37.1176,147.908,342.5,2020-1-3,418,70.8
-37.1117,148.305,332.3,2020-1-3,418,3.6
-37.1155,148.306,332.4,2020-1-3,418,5.9
-37.1206,148.301,331.8,2020-1-3,418,6.1
-37.1243,148.303,336.4,2020-1-3,418,4
-37.1347,148.332,339.2,2020-1-3,418,4.1
-37.1003,147.003,367,2020-1-3,418,16.8
-37.1059,146.993,355.3,2020-1-3,418,22.8
-37.2758,147.917,344,2020-1-3,418,7.3
-37.2747,147.922,351.4,2020-1-3,418,16.9
-37.081,146.984,347.1,2020-1-3,418,9.1
-37.077,147.005,343.4,2020-1-3,418,9.5
-37.0845,146.986,349.8,2020-1-3,418,17.7
-37.0806,147.007,334.6,2020-1-3,418,8
-37.0992,147.009,348,2020-1-3,418,7.7
-37.0946,147.013,345.2,2020-1-3,418,7.7
-37.0911,147.011,342.5,2020-1-3,418,7.8
-37.0865,147.015,332.9,2020-1-3,418,9.6
-37.0876,147.01,340,2020-1-3,418,7.8
-37.083,147.014,343.6,2020-1-3,418,21.3
-37.0841,147.008,334.2,2020-1-3,418,8
-37.0795,147.012,346.2,2020-1-3,418,21.3
-37.076,147.011,346.2,2020-1-3,418,32.9
-37.2737,147.927,338.6,2020-1-3,418,16.9
-37.2795,147.918,332.1,2020-1-3,418,8.5
-37.2832,147.919,343.4,2020-1-3,418,8.5
-37.2175,148.159,331.3,2020-1-3,418,3.5
-37.1876,148.209,335.6,2020-1-3,418,9.9
-37.1675,148.208,338.4,2020-1-3,418,4.6
-37.2869,147.921,345.7,2020-1-3,418,20.2
-37.2627,147.969,352.4,2020-1-3,418,37.2
-37.2614,147.975,355.5,2020-1-3,418,37.2
-37.2602,147.982,351.3,2020-1-3,418,53.2
-37.0774,147.104,345.2,2020-1-3,418,15.3
-37.0819,147.1,355.1,2020-1-3,418,15.3
-37.0938,147.098,342.8,2020-1-3,418,8.3
-37.0892,147.102,332.9,2020-1-3,418,63.1
-36.9527,148.267,334.3,2020-1-3,418,19.1
-37.1616,148.117,353.6,2020-1-3,418,17.6
-37.089,146.982,334.6,2020-1-3,418,17.7
-37.1653,148.119,350.5,2020-1-3,418,17.6
-37.0926,146.983,337.1,2020-1-3,418,7.6
-36.9515,148.273,367,2020-1-3,418,20.7
-36.9433,147.316,355.9,2020-1-3,418,76.7
-36.9423,147.321,355,2020-1-3,418,37.7
-36.9412,147.327,351.7,2020-1-3,418,37.7
-36.9402,147.332,332.9,2020-1-3,418,16.8
-36.9438,147.333,350.2,2020-1-3,418,16.8
-36.9511,147.336,354.3,2020-1-3,418,47.5
-36.9501,147.341,334.6,2020-1-3,418,47.5
-36.9557,147.332,350,2020-1-3,418,19
-36.9547,147.337,356.1,2020-1-3,418,62.6
-36.9537,147.342,332.4,2020-1-3,418,62.6
-36.9593,147.333,344.3,2020-1-3,418,19
-37.0961,146.985,332.6,2020-1-3,418,7.6
